Filial,Placa_Veiculo,Descricao_POI,Data_Entrada,Data_Saida,Data_Atualizacao,Status,Duracao,Customer_Child_Id,Vehicle_Id,Fence_Id
RIBAS,SYD5G16,Pro LOG,06/08/2025 21:08:04,06/08/2025 21:17:40,06/08/2025 22:17:44,Saiu da cerca,9m,39450,595366,185128
RIBAS,SYD5G65,Descarga INO,06/08/2025 21:01:09,06/08/2025 21:09:46,06/08/2025 22:17:33,Saiu da cerca,8m,39450,595220,169315
RIBAS,SYD5G65,Patio Carregado INO,06/08/2025 20:52:06,06/08/2025 21:01:09,06/08/2025 22:17:23,Saiu da cerca,9m,39450,595220,185552
FILIAL 16622,SYD5F94,POSTO DE ABASTECIMENTO,06/08/2025 21:09:17,06/08/2025 21:16:21,06/08/2025 22:16:27,Saiu da cerca,7m,16622,586850,115742
RIBAS,SMG5F48,Posto Mutum,06/08/2025 21:11:09,06/08/2025 21:13:10,06/08/2025 22:16:17,Saiu da cerca,2m,44459,616897,174412
RIBAS,SYL5J47,Abastecimento Frotas RRP,06/08/2025 21:02:07,06/08/2025 21:15:13,06/08/2025 22:15:21,Saiu da cerca,13m,39450,595224,170896
RIBAS,SYL5J47,Pro LOG,06/08/2025 21:02:07,06/08/2025 21:15:13,06/08/2025 22:15:21,Saiu da cerca,13m,39450,595224,185128
RIBAS,SYD5G28,Descarga INO,06/08/2025 20:53:48,06/08/2025 21:05:45,06/08/2025 22:12:24,Saiu da cerca,11m,39450,583457,169315
RIBAS,SYD5G28,Desc. INO,06/08/2025 20:53:48,06/08/2025 21:05:45,06/08/2025 22:12:24,Saiu da cerca,11m,39450,583457,185561
RIBAS,SYD5G28,Patio Vazio INO,06/08/2025 21:05:45,06/08/2025 21:07:30,06/08/2025 22:12:24,Saiu da cerca,1m,39450,583457,185554
RIBAS,SMG2D73,Descarga Inocencia,06/08/2025 20:31:42,06/08/2025 21:12:10,06/08/2025 22:12:19,Saiu da cerca,40m,44459,612374,171260
RIBAS,SYD5G33,Carregamento RRp,06/08/2025 21:09:56,06/08/2025 21:11:58,06/08/2025 22:12:04,Saiu da cerca,2m,39450,593023,169314
RIBAS,SYD5G31,Enlonamento RRP,06/08/2025 20:51:55,06/08/2025 21:11:25,06/08/2025 22:11:34,Saiu da cerca,19m,39450,595348,184474
RIBAS,SYD5G31,Carregamento Fabrica RRP,06/08/2025 20:48:26,06/08/2025 21:11:25,06/08/2025 22:11:33,Saiu da cerca,22m,39450,595348,170885
RIBAS,SYD5G15,Agua Clara,06/08/2025 20:51:45,06/08/2025 21:11:11,06/08/2025 22:11:18,Saiu da cerca,19m,39450,595365,171261
RIBAS,JDO4D13,Patio Vazio INO,06/08/2025 21:09:26,06/08/2025 21:09:56,06/08/2025 22:10:37,Saiu da cerca,0m,44459,613207,185554
RIBAS,JDO4D13,Patio Carregado INO,06/08/2025 21:09:56,,06/08/2025 22:10:37,Entrou na cerca,,44459,613207,185552
RIBAS,SYD5G50,Carregamento Fabrica RRP,06/08/2025 18:11:27,06/08/2025 21:10:10,06/08/2025 22:10:22,Saiu da cerca,2h 58m,39450,595409,170885
RIBAS,SYD5G50,Enlonamento RRP,06/08/2025 20:38:38,06/08/2025 21:10:10,06/08/2025 22:10:22,Saiu da cerca,31m,39450,595409,184474
RIBAS,SMG2D73,Terminal Inocencia,06/08/2025 20:31:42,06/08/2025 21:08:28,06/08/2025 22:10:02,Saiu da cerca,36m,44459,612374,185549
RIBAS,SMG2D73,Patio Carregado INO,06/08/2025 20:58:22,06/08/2025 21:08:28,06/08/2025 22:10:02,Saiu da cerca,10m,44459,612374,185552
RIBAS,JDO4D13,Descarga INO,06/08/2025 20:59:53,06/08/2025 21:09:26,06/08/2025 22:10:02,Saiu da cerca,9m,44459,613207,169315
RIBAS,JDO4D13,Desc. INO,06/08/2025 20:59:53,06/08/2025 21:09:26,06/08/2025 22:10:02,Saiu da cerca,9m,44459,613207,185561
RIBAS,JDO4D13,Patio Carregado INO,06/08/2025 20:50:19,06/08/2025 20:59:53,06/08/2025 22:09:57,Saiu da cerca,9m,44459,613207,185552
FILIAL 16622,SYD5F94,Fila abastecimento posto,06/08/2025 20:50:37,06/08/2025 21:09:17,06/08/2025 22:09:21,Saiu da cerca,18m,16622,586850,186959
RIBAS,SMG2D73,Descarga INO,06/08/2025 20:50:16,06/08/2025 20:58:22,06/08/2025 22:09:21,Saiu da cerca,8m,44459,612374,169315
RIBAS,SMG2D73,Desc. INO,06/08/2025 20:50:16,06/08/2025 20:58:22,06/08/2025 22:09:21,Saiu da cerca,8m,44459,612374,185561
RIBAS,SMG2D73,Patio Carregado INO,06/08/2025 20:31:42,06/08/2025 20:50:16,06/08/2025 22:09:16,Saiu da cerca,18m,44459,612374,185552
RIBAS,SMG9B17,PA AGUA CLARA,06/08/2025 21:05:02,06/08/2025 21:09:03,06/08/2025 22:09:11,Saiu da cerca,4m,44459,613279,185766
RIBAS,SYE7D13,Abastecimento Frotas RRP,06/08/2025 20:52:09,06/08/2025 21:08:01,06/08/2025 22:08:06,Saiu da cerca,15m,39450,600023,170896
RIBAS,SYE7D13,Pro LOG,06/08/2025 20:57:43,06/08/2025 21:08:01,06/08/2025 22:08:06,Saiu da cerca,10m,39450,600023,185128
RIBAS,SYD5F90,Descarga Inocencia,06/08/2025 19:01:26,06/08/2025 21:01:05,06/08/2025 22:07:40,Saiu da cerca,1h 59m,39450,595283,171260
RIBAS,SYD5G28,Patio Carregado INO,06/08/2025 20:34:52,06/08/2025 20:53:48,06/08/2025 22:07:00,Saiu da cerca,18m,39450,583457,185552
RIBAS,SYD5G33,Carregamento RRp,06/08/2025 21:01:35,06/08/2025 21:05:54,06/08/2025 22:05:59,Saiu da cerca,4m,39450,593023,169314
RIBAS,FOW8J57,Descarga Inocencia,06/08/2025 20:48:00,06/08/2025 21:05:28,06/08/2025 22:05:38,Saiu da cerca,17m,44459,611593,171260
RIBAS,SYD5G44,Buffer frotas ,06/08/2025 21:02:28,06/08/2025 21:04:06,06/08/2025 22:04:12,Saiu da cerca,1m,39450,586866,170884
RIBAS,SYD5G62,Descarga Inocencia,06/08/2025 19:57:02,06/08/2025 21:02:09,06/08/2025 22:04:02,Saiu da cerca,1h 5m,39450,582326,171260
RIBAS,SMH0F11,Abastecimento Frotas RRP,06/08/2025 20:43:48,06/08/2025 20:58:31,06/08/2025 22:02:26,Saiu da cerca,14m,44459,618629,170896
RIBAS,SMH0F11,Pro LOG,06/08/2025 20:43:48,06/08/2025 20:58:31,06/08/2025 22:02:26,Saiu da cerca,14m,44459,618629,185128
RIBAS,SYD5G36,Agua Clara,06/08/2025 20:54:00,06/08/2025 21:02:04,06/08/2025 22:02:11,Saiu da cerca,8m,39450,595362,171261
RIBAS,RWB3C06,Abastecimento Frotas RRP,06/08/2025 20:43:46,06/08/2025 21:01:49,06/08/2025 22:01:55,Saiu da cerca,18m,44459,610501,170896
RIBAS,RWB3C06,Pro LOG,06/08/2025 20:43:46,06/08/2025 21:01:49,06/08/2025 22:01:55,Saiu da cerca,18m,44459,610501,185128
RIBAS,FOW8J57,Terminal Inocencia,06/08/2025 20:48:00,06/08/2025 21:01:25,06/08/2025 22:01:35,Saiu da cerca,13m,44459,611593,185549
RIBAS,FOW8J57,Patio Carregado INO,06/08/2025 20:48:37,06/08/2025 21:01:25,06/08/2025 22:01:35,Saiu da cerca,12m,44459,611593,185552
RIBAS,SYD5G62,Terminal Inocencia,06/08/2025 20:23:34,06/08/2025 20:54:56,06/08/2025 22:00:34,Saiu da cerca,31m,39450,582326,185549
RIBAS,SYD5G62,Patio Carregado INO,06/08/2025 20:44:54,06/08/2025 20:54:56,06/08/2025 22:00:34,Saiu da cerca,10m,39450,582326,185552
RIBAS,SYD5G26,Agua Clara,06/08/2025 20:30:52,06/08/2025 21:00:02,06/08/2025 22:00:14,Saiu da cerca,29m,39450,593026,171261
RIBAS,SYE7D12,Buffer frotas ,06/08/2025 20:39:29,06/08/2025 20:50:51,06/08/2025 21:59:18,Saiu da cerca,11m,39450,600095,170884
RIBAS,SYD5F90,Terminal Inocencia,06/08/2025 19:01:26,06/08/2025 20:55:18,06/08/2025 21:56:26,Saiu da cerca,1h 53m,39450,595283,185549
RIBAS,SYD5F90,Patio Carregado INO,06/08/2025 19:58:28,06/08/2025 20:55:18,06/08/2025 21:56:26,Saiu da cerca,56m,39450,595283,185552
FILIAL 16622,SYR4E37,TRAJETO PA X APARECIDA 1,06/08/2025 20:16:54,06/08/2025 20:56:01,06/08/2025 21:56:06,Saiu da cerca,39m,16622,589829,69019
RIBAS,SYD5G53,Descarga Inocencia,06/08/2025 19:34:48,06/08/2025 20:49:35,06/08/2025 21:55:56,Saiu da cerca,1h 14m,39450,583522,171260
RIBAS,SYD5G53,Patio Carregado INO,06/08/2025 20:23:44,06/08/2025 20:49:35,06/08/2025 21:55:56,Saiu da cerca,25m,39450,583522,185552
RIBAS,SYD5G53,Terminal Inocencia,06/08/2025 19:34:48,06/08/2025 20:49:35,06/08/2025 21:55:55,Saiu da cerca,1h 14m,39450,583522,185549
RIBAS,SYL5J47,Oficina JSL,06/08/2025 20:13:50,06/08/2025 20:54:04,06/08/2025 21:54:14,Saiu da cerca,40m,39450,595224,181600
RIBAS,SYD5G26,PA AGUA CLARA,06/08/2025 20:34:54,06/08/2025 20:53:59,06/08/2025 21:54:09,Saiu da cerca,19m,39450,593026,185766
FILIAL 16622,SYD5F94,Trajeto Posto,06/08/2025 20:46:28,06/08/2025 20:48:08,06/08/2025 21:52:18,Saiu da cerca,1m,16622,586850,171823
FILIAL 16622,SYD5F94,TRAJETO FABRICA X PA,06/08/2025 20:04:28,06/08/2025 20:46:02,06/08/2025 21:52:12,Saiu da cerca,41m,16622,586850,69017
FILIAL 16622,SYD5G60,TRAJETO FABRICA X PA,06/08/2025 20:47:16,06/08/2025 20:50:13,06/08/2025 21:50:41,Saiu da cerca,2m,16622,584818,69017
RIBAS,FOW8J57,Patio Vazio INO,06/08/2025 20:48:00,06/08/2025 20:48:37,06/08/2025 21:50:11,Saiu da cerca,0m,44459,611593,185554
RIBAS,FOW8J57,Terminal Inocencia,06/08/2025 20:16:56,06/08/2025 20:45:59,06/08/2025 21:50:06,Saiu da cerca,29m,44459,611593,185549
RIBAS,FOW8J57,Descarga Inocencia,06/08/2025 20:16:56,06/08/2025 20:45:59,06/08/2025 21:50:06,Saiu da cerca,29m,44459,611593,171260
RIBAS,FOW8J57,Descarga INO,06/08/2025 20:33:27,06/08/2025 20:45:59,06/08/2025 21:50:06,Saiu da cerca,12m,44459,611593,169315
RIBAS,FOW8J57,Desc. INO,06/08/2025 20:33:27,06/08/2025 20:45:59,06/08/2025 21:50:06,Saiu da cerca,12m,44459,611593,185561
RIBAS,SYD5G31,Enlonamento RRP,06/08/2025 20:48:26,06/08/2025 20:50:01,06/08/2025 21:50:06,Saiu da cerca,1m,39450,595348,184474
RIBAS,SYD5G04,Agua Clara,06/08/2025 20:35:36,06/08/2025 20:49:42,06/08/2025 21:49:51,Saiu da cerca,14m,39450,586846,171261
RIBAS,JDO4D13,Descarga Inocencia,06/08/2025 20:47:32,,06/08/2025 21:49:51,Entrou na cerca,,44459,613207,171260
RIBAS,JDO4D13,Terminal Inocencia,06/08/2025 20:49:33,,06/08/2025 21:49:51,Entrou na cerca,,44459,613207,185549
RIBAS,SYD5G44,Carregamento Fabrica RRP,06/08/2025 20:27:22,06/08/2025 20:49:16,06/08/2025 21:49:25,Saiu da cerca,21m,39450,586866,170885
RIBAS,SYD5G44,Enlonamento RRP,06/08/2025 20:30:05,06/08/2025 20:49:16,06/08/2025 21:49:25,Saiu da cerca,19m,39450,586866,184474
RIBAS,FOW8J57,Patio Carregado INO,06/08/2025 20:16:56,06/08/2025 20:33:27,06/08/2025 21:47:49,Saiu da cerca,16m,44459,611593,185552
FILIAL 16622,SYD5G60,AREA EXTERNA SUZANO,06/08/2025 20:46:09,06/08/2025 20:47:16,06/08/2025 21:47:23,Saiu da cerca,1m,16622,584818,75698
FILIAL 16622,SYD5F88,Carregamento Fabrica,06/08/2025 19:20:22,06/08/2025 20:46:25,06/08/2025 21:46:33,Saiu da cerca,1h 26m,16622,582309,185186
RIBAS,SYD5G62,Descarga INO,06/08/2025 20:23:34,06/08/2025 20:44:54,06/08/2025 21:44:57,Saiu da cerca,21m,39450,582326,169315
RIBAS,SYD5G62,Desc. INO,06/08/2025 20:23:34,06/08/2025 20:44:54,06/08/2025 21:44:57,Saiu da cerca,21m,39450,582326,185561
RIBAS,SYD5G20,Descarga Inocencia,06/08/2025 19:59:54,06/08/2025 20:43:23,06/08/2025 21:44:41,Saiu da cerca,43m,39450,595768,171260
RIBAS,SYD5G30,Descarga Inocencia,06/08/2025 19:34:49,06/08/2025 20:44:16,06/08/2025 21:44:21,Saiu da cerca,1h 9m,39450,612652,171260
RIBAS,SYD5G30,Terminal Inocencia,06/08/2025 19:40:12,06/08/2025 20:42:15,06/08/2025 21:44:11,Saiu da cerca,1h 2m,39450,612652,185549
RIBAS,SYD5G30,Patio Carregado INO,06/08/2025 20:31:10,06/08/2025 20:42:15,06/08/2025 21:44:11,Saiu da cerca,11m,39450,612652,185552
FILIAL 16622,SYD5G60,Trajeto Posto,06/08/2025 20:42:00,06/08/2025 20:43:35,06/08/2025 21:43:41,Saiu da cerca,1m,16622,584818,171823
FILIAL 16622,SYD5G60,POSTO DE ABASTECIMENTO,06/08/2025 20:34:48,06/08/2025 20:42:00,06/08/2025 21:42:19,Saiu da cerca,7m,16622,584818,115742
RIBAS,SYD5G54,Abastecimento Frotas RRP,06/08/2025 20:33:15,06/08/2025 20:41:48,06/08/2025 21:41:54,Saiu da cerca,8m,39450,585061,170896
RIBAS,SYD5G54,Pro LOG,06/08/2025 20:33:55,06/08/2025 20:41:48,06/08/2025 21:41:54,Saiu da cerca,7m,39450,585061,185128
RIBAS,SYD5G20,Terminal Inocencia,06/08/2025 19:59:54,06/08/2025 20:41:22,06/08/2025 21:41:34,Saiu da cerca,41m,39450,595768,185549
RIBAS,SYD5G20,Patio Carregado INO,06/08/2025 20:35:35,06/08/2025 20:41:22,06/08/2025 21:41:34,Saiu da cerca,5m,39450,595768,185552
FILIAL 16622,SYD5G60,Trajeto Posto,06/08/2025 20:30:52,06/08/2025 20:32:21,06/08/2025 21:41:29,Saiu da cerca,1m,16622,584818,171823
FILIAL 16622,SYD5G60,TRAJETO FABRICA X PA,06/08/2025 19:49:56,06/08/2025 20:30:52,06/08/2025 21:41:24,Saiu da cerca,40m,16622,584818,69017
RIBAS,SYE7D12,Abastecimento Frotas RRP,06/08/2025 20:29:33,06/08/2025 20:39:29,06/08/2025 21:39:37,Saiu da cerca,9m,39450,600095,170896
RIBAS,SYE7D12,Pro LOG,06/08/2025 20:29:33,06/08/2025 20:39:29,06/08/2025 21:39:37,Saiu da cerca,9m,39450,600095,185128
RIBAS,SYD5G50,Carregamento RRp,06/08/2025 20:15:22,06/08/2025 20:38:38,06/08/2025 21:38:46,Saiu da cerca,23m,39450,595409,169314
RIBAS,SYD5G31,Carregamento RRp,06/08/2025 20:37:16,06/08/2025 20:38:17,06/08/2025 21:38:26,Saiu da cerca,1m,39450,595348,169314
RIBAS,SYD5G31,Carregamento Fabrica RRP,06/08/2025 20:37:16,06/08/2025 20:38:17,06/08/2025 21:38:26,Saiu da cerca,1m,39450,595348,170885
RIBAS,SYD5G16,Posto Mutum,06/08/2025 20:22:05,06/08/2025 20:31:08,06/08/2025 21:36:50,Saiu da cerca,9m,39450,595366,174412
RIBAS,SYD5G31,Carregamento RRp,06/08/2025 20:28:44,06/08/2025 20:36:34,06/08/2025 21:36:45,Saiu da cerca,7m,39450,595348,169314
RIBAS,SYD5G31,Carregamento Fabrica RRP,06/08/2025 20:28:44,06/08/2025 20:36:34,06/08/2025 21:36:45,Saiu da cerca,7m,39450,595348,170885
RIBAS,SYD5G20,Patio Vazio INO,06/08/2025 20:33:33,06/08/2025 20:35:35,06/08/2025 21:35:44,Saiu da cerca,2m,39450,595768,185554
RIBAS,SYD5G20,Descarga INO,06/08/2025 20:10:13,06/08/2025 20:33:33,06/08/2025 21:35:14,Saiu da cerca,23m,39450,595768,169315
RIBAS,SYD5G20,Desc. INO,06/08/2025 20:10:13,06/08/2025 20:33:33,06/08/2025 21:35:14,Saiu da cerca,23m,39450,595768,185561
RIBAS,SMG6H57,Carregamento RRp,06/08/2025 20:21:04,06/08/2025 20:34:10,06/08/2025 21:34:18,Saiu da cerca,13m,44459,616812,169314
RIBAS,SYD5G20,Patio Carregado INO,06/08/2025 19:59:54,06/08/2025 20:10:13,06/08/2025 21:33:22,Saiu da cerca,10m,39450,595768,185552
RIBAS,SYD5G30,Patio Vazio INO,06/08/2025 20:29:09,06/08/2025 20:31:10,06/08/2025 21:31:15,Saiu da cerca,2m,39450,612652,185554
RIBAS,SYD5G53,Desc. INO,06/08/2025 19:58:20,06/08/2025 20:23:44,06/08/2025 21:29:59,Saiu da cerca,25m,39450,583522,185561
RIBAS,SYD5G53,Descarga INO,06/08/2025 19:46:53,06/08/2025 20:19:16,06/08/2025 21:29:40,Saiu da cerca,32m,39450,583522,169315
RIBAS,SYD5F91,Descarga Inocencia,06/08/2025 19:29:38,06/08/2025 20:28:15,06/08/2025 21:29:34,Saiu da cerca,58m,39450,593043,171260
RIBAS,SYD5G30,Descarga INO,06/08/2025 19:54:29,06/08/2025 20:29:09,06/08/2025 21:29:18,Saiu da cerca,34m,39450,612652,169315
RIBAS,SYD5G30,Desc. INO,06/08/2025 20:02:52,06/08/2025 20:29:09,06/08/2025 21:29:18,Saiu da cerca,26m,39450,612652,185561
RIBAS,SYD5G30,Patio Vazio INO,06/08/2025 19:54:29,06/08/2025 20:02:52,06/08/2025 21:28:43,Saiu da cerca,8m,39450,612652,185554
RIBAS,SYD5G57,Descarga Inocencia,06/08/2025 19:51:50,06/08/2025 20:26:52,06/08/2025 21:27:27,Saiu da cerca,35m,39450,595761,171260
RIBAS,SYD5G44,Carregamento Fabrica RRP,06/08/2025 18:08:04,06/08/2025 20:26:35,06/08/2025 21:27:12,Saiu da cerca,2h 18m,39450,586866,170885
RIBAS,SYD5G44,Carregamento RRp,06/08/2025 19:59:14,06/08/2025 20:26:35,06/08/2025 21:27:12,Saiu da cerca,27m,39450,586866,169314
RIBAS,SYD5G23,Agua Clara,06/08/2025 20:13:32,06/08/2025 20:25:53,06/08/2025 21:26:01,Saiu da cerca,12m,39450,595363,171261
RIBAS,SYD5G31,Carregamento Fabrica RRP,06/08/2025 20:17:11,06/08/2025 20:25:33,06/08/2025 21:25:40,Saiu da cerca,8m,39450,595348,170885
RIBAS,SYD5G31,Carregamento RRp,06/08/2025 20:25:14,06/08/2025 20:25:33,06/08/2025 21:25:40,Saiu da cerca,0m,39450,595348,169314
RIBAS,SYD5F91,Terminal Inocencia,06/08/2025 19:33:35,06/08/2025 20:24:59,06/08/2025 21:25:10,Saiu da cerca,51m,39450,593043,185549
RIBAS,SYD5F91,Patio Carregado INO,06/08/2025 20:18:58,06/08/2025 20:24:59,06/08/2025 21:25:10,Saiu da cerca,6m,39450,593043,185552
RIBAS,SYE7D12,Oficina JSL,06/08/2025 07:17:01,06/08/2025 20:24:08,06/08/2025 21:24:14,Saiu da cerca,13h 7m,39450,600095,181600
RIBAS,SYD5G31,Carregamento RRp,06/08/2025 20:17:11,06/08/2025 20:23:13,06/08/2025 21:23:23,Saiu da cerca,6m,39450,595348,169314
RIBAS,SYD5G53,Patio Vazio INO,06/08/2025 19:46:53,06/08/2025 19:58:20,06/08/2025 21:22:28,Saiu da cerca,11m,39450,583522,185554
RIBAS,SMG5F48,Buffer frotas ,06/08/2025 20:08:52,06/08/2025 20:20:15,06/08/2025 21:20:26,Saiu da cerca,11m,44459,616897,170884
RIBAS,SYD5G57,Terminal Inocencia,06/08/2025 19:51:50,06/08/2025 20:20:04,06/08/2025 21:20:11,Saiu da cerca,28m,39450,595761,185549
RIBAS,SYD5G57,Patio Carregado INO,06/08/2025 19:53:22,06/08/2025 20:20:04,06/08/2025 21:20:11,Saiu da cerca,26m,39450,595761,185552
RIBAS,SYD5F91,Patio Vazio INO,06/08/2025 20:16:56,06/08/2025 20:18:58,06/08/2025 21:19:05,Saiu da cerca,2m,39450,593043,185554
RIBAS,SYD5F91,Descarga INO,06/08/2025 19:56:26,06/08/2025 20:16:56,06/08/2025 21:17:54,Saiu da cerca,20m,39450,593043,169315
RIBAS,SYD5F91,Desc. INO,06/08/2025 19:56:26,06/08/2025 20:16:56,06/08/2025 21:17:54,Saiu da cerca,20m,39450,593043,185561
RIBAS,SYD5G64,Buffer frotas ,06/08/2025 19:49:40,06/08/2025 20:17:36,06/08/2025 21:17:44,Saiu da cerca,27m,39450,593910,170884
RIBAS,SYD5G27,Descarga Inocencia,06/08/2025 19:01:24,06/08/2025 20:15:58,06/08/2025 21:17:29,Saiu da cerca,1h 14m,39450,595760,171260
RIBAS,SMG6H57,Carregamento RRp,06/08/2025 20:14:23,06/08/2025 20:17:02,06/08/2025 21:17:09,Saiu da cerca,2m,44459,616812,169314
RIBAS,SYD5G63,Pro LOG,06/08/2025 20:07:39,06/08/2025 20:16:55,06/08/2025 21:17:05,Saiu da cerca,9m,39450,595770,185128
RIBAS,SYD5G63,Abastecimento Frotas RRP,06/08/2025 20:07:39,06/08/2025 20:16:55,06/08/2025 21:17:03,Saiu da cerca,9m,39450,595770,170896
FILIAL 16622,SYR4E37,TRAJETO PA X APARECIDA 2,06/08/2025 19:28:08,06/08/2025 20:16:54,06/08/2025 21:16:58,Saiu da cerca,48m,16622,589829,69021
RIBAS,SYD5F91,Patio Carregado INO,06/08/2025 19:33:35,06/08/2025 19:56:26,06/08/2025 21:16:07,Saiu da cerca,22m,39450,593043,185552
RIBAS,QUA0J34,Carregamento RRp,06/08/2025 19:57:42,06/08/2025 20:08:41,06/08/2025 21:14:36,Saiu da cerca,10m,44459,610648,169314
RIBAS,SYD5G31,Carregamento Fabrica RRP,06/08/2025 19:50:46,06/08/2025 20:13:47,06/08/2025 21:13:50,Saiu da cerca,23m,39450,595348,170885
RIBAS,SYL5J47,Oficina JSL,06/08/2025 19:45:30,06/08/2025 20:13:36,06/08/2025 21:13:40,Saiu da cerca,28m,39450,595224,181600
RIBAS,SYD5G50,Carregamento RRp,06/08/2025 19:48:22,06/08/2025 20:12:08,06/08/2025 21:12:29,Saiu da cerca,23m,39450,595409,169314
RIBAS,SYD5G27,Terminal Inocencia,06/08/2025 19:01:24,06/08/2025 20:11:56,06/08/2025 21:12:09,Saiu da cerca,1h 10m,39450,595760,185549
RIBAS,SYD5G27,Patio Carregado INO,06/08/2025 20:04:37,06/08/2025 20:11:56,06/08/2025 21:12:09,Saiu da cerca,7m,39450,595760,185552
RIBAS,SYD5G33,Carregamento RRp,06/08/2025 20:09:39,06/08/2025 20:11:40,06/08/2025 21:11:44,Saiu da cerca,2m,39450,593023,169314
RIBAS,SYD5G02,Oficina JSL,06/08/2025 20:09:47,,06/08/2025 21:09:52,Entrou na cerca,,39450,595190,181600
RIBAS,SMG5F48,Carregamento Fabrica RRP,06/08/2025 19:49:34,06/08/2025 20:00:51,06/08/2025 21:08:20,Saiu da cerca,11m,44459,616897,170885
RIBAS,SYD5G02,Oficina JSL,06/08/2025 20:04:46,06/08/2025 20:06:47,06/08/2025 21:06:54,Saiu da cerca,2m,39450,595190,181600
RIBAS,SYD5G03,Oficina JSL,06/08/2025 20:06:34,,06/08/2025 21:06:44,Entrou na cerca,,39450,582330,181600
RIBAS,SYE7D10,Agua Clara,06/08/2025 19:23:49,06/08/2025 19:59:35,06/08/2025 21:05:33,Saiu da cerca,35m,39450,600021,171261
FILIAL 16622,SYR4E37,SELVIRIA,06/08/2025 19:52:31,06/08/2025 19:57:25,06/08/2025 21:05:33,Saiu da cerca,4m,16622,589829,51127
RIBAS,SYD5G27,Descarga INO,06/08/2025 19:20:04,06/08/2025 20:04:37,06/08/2025 21:05:18,Saiu da cerca,44m,39450,595760,169315
RIBAS,SYD5G27,Desc. INO,06/08/2025 19:37:38,06/08/2025 20:04:37,06/08/2025 21:05:18,Saiu da cerca,26m,39450,595760,185561
RIBAS,SYD5F90,Descarga INO,06/08/2025 19:15:43,06/08/2025 19:58:28,06/08/2025 21:04:52,Saiu da cerca,42m,39450,595283,169315
RIBAS,SYD5F90,Patio Vazio INO,06/08/2025 19:15:43,06/08/2025 19:58:28,06/08/2025 21:04:52,Saiu da cerca,42m,39450,595283,185554
FILIAL 16622,SYD5F94,TRAJETO PA X APARECIDA 1,06/08/2025 19:31:25,06/08/2025 20:04:28,06/08/2025 21:04:32,Saiu da cerca,33m,16622,586850,69019
RIBAS,SYD5G33,Carregamento RRp,06/08/2025 19:59:35,06/08/2025 20:03:37,06/08/2025 21:03:46,Saiu da cerca,4m,39450,593023,169314
RIBAS,SYD5G27,Patio Vazio INO,06/08/2025 19:20:04,06/08/2025 19:37:38,06/08/2025 21:03:31,Saiu da cerca,17m,39450,595760,185554
FILIAL 16622,SYD5F94,MONTANINI,06/08/2025 20:00:10,06/08/2025 20:00:45,06/08/2025 21:00:53,Saiu da cerca,0m,16622,586850,51131
RIBAS,SYD5G03,Buffer frotas ,06/08/2025 15:50:39,06/08/2025 19:58:30,06/08/2025 20:58:36,Saiu da cerca,4h 7m,39450,582330,170884
RIBAS,SYD5G16,Agua Clara,06/08/2025 19:49:52,06/08/2025 19:57:54,06/08/2025 20:58:06,Saiu da cerca,8m,39450,595366,171261
RIBAS,QUA0J34,Enlonamento RRP,06/08/2025 19:55:24,06/08/2025 19:57:26,06/08/2025 20:57:31,Saiu da cerca,2m,44459,610648,184474
RIBAS,SMG9I17,Descarga Inocencia,06/08/2025 18:53:52,06/08/2025 19:55:48,06/08/2025 20:56:50,Saiu da cerca,1h 1m,44459,617788,171260
RIBAS,SMG9I17,Terminal Inocencia,06/08/2025 18:56:39,06/08/2025 19:53:23,06/08/2025 20:56:45,Saiu da cerca,56m,44459,617788,185549
RIBAS,SMG9I17,Patio Carregado INO,06/08/2025 19:47:04,06/08/2025 19:53:23,06/08/2025 20:56:45,Saiu da cerca,6m,44459,617788,185552
FILIAL 16622,SYD5G39,PB Lopes,06/08/2025 18:57:24,06/08/2025 19:56:25,06/08/2025 20:56:30,Saiu da cerca,59m,16622,621364,181601
RIBAS,SMG9C17,Carregamento Fabrica RRP,06/08/2025 19:53:52,06/08/2025 19:56:23,06/08/2025 20:56:30,Saiu da cerca,2m,44459,613399,170885
RIBAS,SYD5G33,Buffer frotas ,06/08/2025 18:44:17,06/08/2025 19:55:17,06/08/2025 20:55:24,Saiu da cerca,1h 11m,39450,593023,170884
RIBAS,SYD5G53,Patio Carregado INO,06/08/2025 19:34:48,06/08/2025 19:46:53,06/08/2025 20:55:03,Saiu da cerca,12m,39450,583522,185552
RIBAS,SYD5G30,Patio Carregado INO,06/08/2025 19:40:12,06/08/2025 19:54:29,06/08/2025 20:54:48,Saiu da cerca,14m,39450,612652,185552
RIBAS,SMG9C17,Carregamento Fabrica RRP,06/08/2025 17:52:30,06/08/2025 19:47:34,06/08/2025 20:53:38,Saiu da cerca,1h 55m,44459,613399,170885
RIBAS,SMG9C17,Enlonamento RRP,06/08/2025 19:35:19,06/08/2025 19:47:34,06/08/2025 20:53:38,Saiu da cerca,12m,44459,613399,184474
RIBAS,QUA0J34,Buffer frotas ,06/08/2025 17:30:58,06/08/2025 19:53:23,06/08/2025 20:53:27,Saiu da cerca,2h 22m,44459,610648,170884
RIBAS,SYD5G57,Descarga INO,06/08/2025 19:51:50,06/08/2025 19:53:22,06/08/2025 20:53:27,Saiu da cerca,1m,39450,595761,169315
