Placa_Veiculo,Descricao_POI,Data_Entrada,Data_Saida,Duracao,Status_Evento
SYD5G22,Desc. INO,31/07/2025 23:22,31/07/2025 23:40,17m,Saiu da cerca
SYD5G22,Patio Vazio INO,31/07/2025 23:40,31/07/2025 23:50,10m,Saiu da cerca
SYD5G33,Desc. INO,31/07/2025 23:28,31/07/2025 23:46,17m,Saiu da cerca
SYD5F89,Agua Clara,31/07/2025 23:44,31/07/2025 23:53,9m,Saiu da cerca
SYD5G56,Agua Clara,31/07/2025 23:45,31/07/2025 23:52,7m,Saiu da cerca
SYD5G33,Patio Carregado INO,31/07/2025 23:46,31/07/2025 23:50,4m,Saiu da cerca
SYL5J46,Oficina JSL,31/07/2025 23:46,31/07/2025 23:48,2m,Saiu da cerca
SYD5F91,Agua Clara,31/07/2025 23:47,31/07/2025 23:54,7m,Saiu da cerca
SYE7D14,Buffer frotas ,31/07/2025 23:48,31/07/2025 23:59,11m,Saiu da cerca
SYL4A18,Abastecimento Frotas RRP,31/07/2025 23:49,01/08/2025 00:18,29m,Saiu da cerca
SYL4A18,Pro LOG,31/07/2025 23:50,01/08/2025 00:18,28m,Saiu da cerca
SYD5G38,Carregamento RRp,31/07/2025 23:50,31/07/2025 23:59,9m,Saiu da cerca
SYD5G67,Carregamento RRp,31/07/2025 23:50,31/07/2025 23:51,0m,Saiu da cerca
SYD5G56,PA AGUA CLARA,31/07/2025 23:50,31/07/2025 23:52,2m,Saiu da cerca
SYL5J46,Oficina JSL,31/07/2025 23:50,01/08/2025 01:06,1h 15m,Saiu da cerca
SYD5G17,Abastecimento Frotas RRP,31/07/2025 23:52,01/08/2025 00:18,26m,Saiu da cerca
SYD5G17,Pro LOG,31/07/2025 23:52,01/08/2025 00:18,26m,Saiu da cerca
SYD5G15,Desc. INO,31/07/2025 23:34,31/07/2025 23:51,16m,Saiu da cerca
SYE4C10,Abastecimento Frotas RRP,31/07/2025 23:57,01/08/2025 00:15,17m,Saiu da cerca
RWD4B32,Carregamento RRp,31/07/2025 23:57,31/07/2025 23:59,2m,Saiu da cerca
SYD5G23,Agua Clara,31/07/2025 23:59,01/08/2025 01:00,1h 0m,Saiu da cerca
SYD5G27,Carregamento RRp,31/07/2025 23:59,01/08/2025 00:23,24m,Saiu da cerca
SYD5G67,Carregamento RRp,01/08/2025 00:00,01/08/2025 00:02,2m,Saiu da cerca
SYD5G16,Desc. INO,31/07/2025 23:38,01/08/2025 00:01,23m,Saiu da cerca
SYL4A15,Abastecimento Frotas RRP,01/08/2025 00:01,01/08/2025 00:26,24m,Saiu da cerca
SYD5G28,Enlonamento RRP,01/08/2025 00:01,01/08/2025 00:02,1m,Saiu da cerca
SYD5G61,Abastecimento Frotas RRP,01/08/2025 00:02,01/08/2025 00:30,28m,Saiu da cerca
SYD5G15,Terminal Inocencia,31/07/2025 23:57,01/08/2025 05:58,6h 0m,Saiu da cerca
SYD5G15,Patio Carregado INO,31/07/2025 23:57,01/08/2025 05:58,6h 0m,Saiu da cerca
SYL4A15,Pro LOG,01/08/2025 00:04,01/08/2025 00:06,2m,Saiu da cerca
SYD5G38,Carregamento RRp,01/08/2025 00:04,01/08/2025 00:12,7m,Saiu da cerca
SYD5G21,Abastecimento Frotas RRP,01/08/2025 00:04,01/08/2025 00:32,27m,Saiu da cerca
SMG9E17,Buffer frotas ,01/08/2025 00:05,01/08/2025 00:28,22m,Saiu da cerca
SYD5G16,Patio Carregado INO,01/08/2025 00:01,01/08/2025 00:02,1m,Saiu da cerca
SMG5F48,Posto Mutum,01/08/2025 00:07,01/08/2025 01:24,1h 16m,Saiu da cerca
SYD5G02,Agua Clara,01/08/2025 00:08,01/08/2025 00:16,8m,Saiu da cerca
SYD5G23,PA AGUA CLARA,01/08/2025 00:09,01/08/2025 00:48,38m,Saiu da cerca
SYD5G48,Descarga Inocencia,01/08/2025 00:10,01/08/2025 01:32,1h 22m,Saiu da cerca
SYD5G37,Buffer frotas ,01/08/2025 00:11,01/08/2025 00:30,18m,Saiu da cerca
SYD5G38,Enlonamento RRP,01/08/2025 00:12,01/08/2025 00:15,3m,Saiu da cerca
SYD5G67,Carregamento RRp,01/08/2025 00:13,01/08/2025 00:17,3m,Saiu da cerca
SYD5G38,Buffer frotas ,01/08/2025 00:17,01/08/2025 03:26,3h 8m,Saiu da cerca
RWD4B32,Carregamento RRp,01/08/2025 00:17,01/08/2025 00:29,12m,Saiu da cerca
SYL4A15,Pro LOG,01/08/2025 00:17,01/08/2025 00:26,8m,Saiu da cerca
SYD5G01,Posto Mutum,01/08/2025 00:14,01/08/2025 00:16,2m,Saiu da cerca
SYD5G67,Carregamento RRp,01/08/2025 00:19,01/08/2025 00:41,22m,Saiu da cerca
SYL4A18,Carregamento Fabrica RRP,01/08/2025 00:19,01/08/2025 01:41,1h 21m,Saiu da cerca
SYL4A18,Enlonamento RRP,01/08/2025 00:19,01/08/2025 00:28,8m,Saiu da cerca
SYD5G28,Carregamento Fabrica RRP,01/08/2025 00:15,01/08/2025 00:27,11m,Saiu da cerca
SYD5G17,Carregamento Fabrica RRP,01/08/2025 00:20,01/08/2025 01:48,1h 28m,Saiu da cerca
SYD5G17,Enlonamento RRP,01/08/2025 00:20,01/08/2025 00:30,10m,Saiu da cerca
SYD5G30,Agua Clara,01/08/2025 00:21,01/08/2025 00:31,10m,Saiu da cerca
SYD5G48,Terminal Inocencia,01/08/2025 00:16,01/08/2025 00:41,24m,Saiu da cerca
SYD5G48,Patio Carregado INO,01/08/2025 00:16,01/08/2025 00:33,16m,Saiu da cerca
SYD5G32,Agua Clara,01/08/2025 00:21,01/08/2025 00:34,12m,Saiu da cerca
SYL4A20,Posto Mutum,01/08/2025 00:13,01/08/2025 00:15,2m,Saiu da cerca
SYE7D12,Terminal Inocencia,01/08/2025 00:19,01/08/2025 00:23,3m,Saiu da cerca
SYE7D12,Desc. INO,01/08/2025 00:19,01/08/2025 00:22,2m,Saiu da cerca
SYE7D12,Descarga Inocencia,01/08/2025 00:19,01/08/2025 00:23,3m,Saiu da cerca
SYE7D12,Descarga INO,01/08/2025 00:22,01/08/2025 00:23,1m,Saiu da cerca
SYE7D12,Patio Vazio INO,01/08/2025 00:22,01/08/2025 00:23,1m,Saiu da cerca
SYE4C10,Abastecimento Frotas RRP,01/08/2025 00:22,01/08/2025 00:25,2m,Saiu da cerca
SYE4C10,Pro LOG,01/08/2025 00:22,01/08/2025 00:25,2m,Saiu da cerca
SYE7D12,Terminal Inocencia,01/08/2025 00:24,01/08/2025 00:43,19m,Saiu da cerca
SYE7D12,Patio Carregado INO,01/08/2025 00:24,01/08/2025 00:41,17m,Saiu da cerca
SYE7D12,Descarga Inocencia,01/08/2025 00:24,01/08/2025 00:43,19m,Saiu da cerca
SYD5G21,Pro LOG,01/08/2025 00:24,01/08/2025 00:32,7m,Saiu da cerca
SYE4C10,Carregamento Fabrica RRP,01/08/2025 00:25,01/08/2025 01:06,40m,Saiu da cerca
SMH0F11,Abastecimento Frotas RRP,01/08/2025 00:27,01/08/2025 00:40,13m,Saiu da cerca
RWB3C06,Abastecimento Frotas RRP,01/08/2025 00:27,01/08/2025 00:39,12m,Saiu da cerca
SYE4C10,Enlonamento RRP,01/08/2025 00:27,01/08/2025 00:31,4m,Saiu da cerca
SYL4A15,Carregamento Fabrica RRP,01/08/2025 00:27,01/08/2025 01:52,1h 24m,Saiu da cerca
SYL4A15,Enlonamento RRP,01/08/2025 00:27,01/08/2025 00:37,10m,Saiu da cerca
SYD5G02,Agua Clara,01/08/2025 00:27,01/08/2025 00:28,1m,Saiu da cerca
SMH0F11,Pro LOG,01/08/2025 00:30,01/08/2025 00:40,10m,Saiu da cerca
SYD5G61,Carregamento Fabrica RRP,01/08/2025 00:30,01/08/2025 02:01,1h 30m,Saiu da cerca
RWB3C06,Pro LOG,01/08/2025 00:30,01/08/2025 00:39,8m,Saiu da cerca
SYD5G28,Carregamento Fabrica RRP,01/08/2025 00:31,01/08/2025 00:33,2m,Saiu da cerca
SYD5G27,Enlonamento RRP,01/08/2025 00:31,01/08/2025 00:33,1m,Saiu da cerca
SYD5G21,Carregamento Fabrica RRP,01/08/2025 00:32,01/08/2025 02:06,1h 34m,Saiu da cerca
SYD5G61,Enlonamento RRP,01/08/2025 00:32,01/08/2025 00:41,8m,Saiu da cerca
SYD5G21,Enlonamento RRP,01/08/2025 00:33,01/08/2025 00:41,8m,Saiu da cerca
SYD5G28,Buffer frotas ,01/08/2025 00:33,01/08/2025 01:06,32m,Saiu da cerca
SYE4C10,Carregamento RRp,01/08/2025 00:35,01/08/2025 00:40,5m,Saiu da cerca
SYD5F93,Abastecimento Frotas RRP,01/08/2025 00:35,01/08/2025 00:45,9m,Saiu da cerca
RWD4B32,Carregamento RRp,01/08/2025 00:36,01/08/2025 00:38,2m,Saiu da cerca
SYD5F95,Abastecimento Frotas RRP,01/08/2025 00:37,01/08/2025 00:47,10m,Saiu da cerca
SYD5F93,Pro LOG,01/08/2025 00:37,01/08/2025 00:45,7m,Saiu da cerca
SYD5F95,Pro LOG,01/08/2025 00:39,01/08/2025 00:47,8m,Saiu da cerca
RWD4B32,Carregamento RRp,01/08/2025 00:40,01/08/2025 00:51,10m,Saiu da cerca
SYD5G61,Carregamento RRp,01/08/2025 00:41,01/08/2025 00:43,2m,Saiu da cerca
RWB3C06,Carregamento Fabrica RRP,01/08/2025 00:41,01/08/2025 02:53,2h 12m,Saiu da cerca
RWB3C06,Enlonamento RRP,01/08/2025 00:41,01/08/2025 00:52,11m,Saiu da cerca
SYD5G48,Descarga INO,01/08/2025 00:33,01/08/2025 00:41,7m,Saiu da cerca
SYD5G48,Desc. INO,01/08/2025 00:33,01/08/2025 00:41,7m,Saiu da cerca
SYD5G01,Agua Clara,01/08/2025 00:42,01/08/2025 00:50,8m,Saiu da cerca
SMH0F11,Carregamento Fabrica RRP,01/08/2025 00:42,01/08/2025 02:53,2h 10m,Saiu da cerca
SYD5G58,Terminal Inocencia,01/08/2025 00:41,01/08/2025 01:20,39m,Saiu da cerca
SYD5G58,Patio Carregado INO,01/08/2025 00:41,01/08/2025 00:58,17m,Saiu da cerca
SYD5G58,Descarga Inocencia,01/08/2025 00:41,01/08/2025 01:36,55m,Saiu da cerca
SYD5F95,Carregamento Fabrica RRP,01/08/2025 00:47,01/08/2025 02:48,2h 1m,Saiu da cerca
SYD5F95,Enlonamento RRP,01/08/2025 00:47,01/08/2025 00:56,9m,Saiu da cerca
SYD5F93,Carregamento Fabrica RRP,01/08/2025 00:46,01/08/2025 02:27,1h 40m,Saiu da cerca
SYD5F93,Enlonamento RRP,01/08/2025 00:46,01/08/2025 00:56,9m,Saiu da cerca
SYD5G48,Terminal Inocencia,01/08/2025 00:45,01/08/2025 01:32,47m,Saiu da cerca
SYD5G48,Patio Carregado INO,01/08/2025 00:45,01/08/2025 01:32,47m,Saiu da cerca
SMG6H57,Posto Mutum,01/08/2025 00:49,01/08/2025 00:51,2m,Saiu da cerca
SYD5G53,Abastecimento Frotas RRP,01/08/2025 00:50,01/08/2025 00:58,7m,Saiu da cerca
SYD5G53,Pro LOG,01/08/2025 00:50,01/08/2025 00:58,7m,Saiu da cerca
SMH0F11,Enlonamento RRP,01/08/2025 00:51,01/08/2025 00:52,1m,Saiu da cerca
SYL4A15,Carregamento RRp,01/08/2025 00:52,01/08/2025 01:52,59m,Saiu da cerca
SYD5G27,Buffer frotas ,01/08/2025 00:56,01/08/2025 01:11,15m,Saiu da cerca
SYD5G53,Carregamento Fabrica RRP,01/08/2025 00:58,01/08/2025 02:47,1h 48m,Saiu da cerca
SYD5G53,Enlonamento RRP,01/08/2025 00:59,01/08/2025 01:12,13m,Saiu da cerca
SYD5G64,Descarga Inocencia,01/08/2025 00:37,01/08/2025 01:44,1h 7m,Saiu da cerca
SYD5G64,Terminal Inocencia,01/08/2025 00:43,01/08/2025 01:28,45m,Saiu da cerca
SYD5G64,Patio Carregado INO,01/08/2025 00:43,01/08/2025 01:00,16m,Saiu da cerca
SYD5F89,Abastecimento Frotas RRP,01/08/2025 01:02,01/08/2025 01:11,8m,Saiu da cerca
SYD5F91,Oficina JSL,01/08/2025 01:03,01/08/2025 01:42,39m,Saiu da cerca
SYD5G17,Carregamento RRp,01/08/2025 01:05,01/08/2025 01:26,20m,Saiu da cerca
SYD5G67,Buffer frotas ,01/08/2025 01:04,01/08/2025 01:29,24m,Saiu da cerca
SYL4A18,Carregamento RRp,01/08/2025 01:06,01/08/2025 01:18,11m,Saiu da cerca
SYD5G56,Abastecimento Frotas RRP,01/08/2025 01:06,01/08/2025 01:11,4m,Saiu da cerca
SYD5G56,Pro LOG,01/08/2025 01:06,01/08/2025 01:11,4m,Saiu da cerca
SYD5F96,PA AGUA CLARA,01/08/2025 01:07,01/08/2025 02:23,1h 15m,Saiu da cerca
SYD5F90,Agua Clara,01/08/2025 01:09,01/08/2025 01:19,9m,Saiu da cerca
SYL5J46,Abastecimento Frotas RRP,01/08/2025 01:11,01/08/2025 01:19,8m,Saiu da cerca
SYL5J46,Pro LOG,01/08/2025 01:11,01/08/2025 01:19,8m,Saiu da cerca
SYD5G56,Carregamento Fabrica RRP,01/08/2025 01:11,01/08/2025 02:53,1h 42m,Saiu da cerca
SMG2D73,Agua Clara,01/08/2025 01:10,01/08/2025 02:46,1h 35m,Saiu da cerca
SYD5G19,Agua Clara,01/08/2025 01:06,01/08/2025 01:20,13m,Saiu da cerca
SYD5G34,Terminal Inocencia,01/08/2025 01:07,01/08/2025 03:20,2h 12m,Saiu da cerca
SYD5G34,Descarga Inocencia,01/08/2025 01:07,01/08/2025 04:55,3h 48m,Saiu da cerca
SYD5G56,Enlonamento RRP,01/08/2025 01:13,01/08/2025 01:15,1m,Saiu da cerca
SYD5F89,Carregamento Fabrica RRP,01/08/2025 01:13,01/08/2025 03:09,1h 55m,Saiu da cerca
SYD5F89,Enlonamento RRP,01/08/2025 01:13,01/08/2025 01:21,8m,Saiu da cerca
SYD5G25,Abastecimento Frotas RRP,01/08/2025 01:16,01/08/2025 01:26,10m,Saiu da cerca
SYD5G25,Pro LOG,01/08/2025 01:16,01/08/2025 01:26,10m,Saiu da cerca
SYD5G20,Descarga INO,01/08/2025 01:11,01/08/2025 01:27,16m,Saiu da cerca
SYD5G20,Terminal Inocencia,01/08/2025 01:11,01/08/2025 01:27,16m,Saiu da cerca
SYD5G20,Desc. INO,01/08/2025 01:11,01/08/2025 01:14,3m,Saiu da cerca
SYD5G20,Descarga Inocencia,01/08/2025 01:11,01/08/2025 01:27,16m,Saiu da cerca
SYD5G20,Patio Vazio INO,01/08/2025 01:14,01/08/2025 01:27,13m,Saiu da cerca
SYE7D14,Agua Clara,01/08/2025 01:16,01/08/2025 04:19,3h 3m,Saiu da cerca
SYL4A18,Enlonamento RRP,01/08/2025 01:18,01/08/2025 01:19,1m,Saiu da cerca
SYD5G61,Carregamento RRp,01/08/2025 01:18,01/08/2025 01:38,20m,Saiu da cerca
SMH0F11,Carregamento RRp,01/08/2025 01:18,01/08/2025 01:21,3m,Saiu da cerca
FOW8J57,Agua Clara,01/08/2025 01:19,01/08/2025 01:44,25m,Saiu da cerca
SYL5J46,Buffer frotas ,01/08/2025 01:19,01/08/2025 02:30,1h 10m,Saiu da cerca
SMG6H57,Agua Clara,01/08/2025 01:20,01/08/2025 01:29,9m,Saiu da cerca
SYD5F92,Descarga INO,01/08/2025 00:47,01/08/2025 01:04,16m,Saiu da cerca
SYD5F92,Patio Vazio INO,01/08/2025 00:47,01/08/2025 00:49,2m,Saiu da cerca
SYD5F92,Desc. INO,01/08/2025 00:49,01/08/2025 01:04,14m,Saiu da cerca
SYD5F92,Terminal Inocencia,01/08/2025 01:12,01/08/2025 01:16,3m,Saiu da cerca
SYD5F92,Patio Vazio INO,01/08/2025 01:12,01/08/2025 01:16,3m,Saiu da cerca
SYE7D14,PA AGUA CLARA,01/08/2025 01:20,01/08/2025 02:32,1h 11m,Saiu da cerca
SYD5G58,Descarga INO,01/08/2025 00:58,01/08/2025 01:20,21m,Saiu da cerca
SYD5G58,Patio Vazio INO,01/08/2025 00:58,01/08/2025 01:07,9m,Saiu da cerca
SYD5G06,Carregamento Fabrica RRP,01/08/2025 01:19,01/08/2025 03:09,1h 50m,Saiu da cerca
SYD5G06,Enlonamento RRP,01/08/2025 01:19,01/08/2025 01:31,11m,Saiu da cerca
SMH0F11,Carregamento RRp,01/08/2025 01:21,01/08/2025 01:33,11m,Saiu da cerca
SYD5G58,Desc. INO,01/08/2025 01:07,01/08/2025 01:20,12m,Saiu da cerca
SYD5G58,Descarga INO,01/08/2025 01:22,01/08/2025 01:24,2m,Saiu da cerca
SYD5G58,Terminal Inocencia,01/08/2025 01:22,01/08/2025 01:36,14m,Saiu da cerca
SYD5G58,Patio Vazio INO,01/08/2025 01:22,01/08/2025 01:24,2m,Saiu da cerca
SYD5G58,Patio Carregado INO,01/08/2025 01:24,01/08/2025 01:36,11m,Saiu da cerca
SYD5G50,Agua Clara,01/08/2025 01:25,01/08/2025 04:45,3h 20m,Saiu da cerca
SMG9E17,Posto Mutum,01/08/2025 01:21,01/08/2025 01:23,2m,Saiu da cerca
SYD5F89,Enlonamento RRP,01/08/2025 01:25,01/08/2025 01:35,9m,Saiu da cerca
SYD5G25,Carregamento Fabrica RRP,01/08/2025 01:26,01/08/2025 03:24,1h 57m,Saiu da cerca
SYD5G25,Enlonamento RRP,01/08/2025 01:26,01/08/2025 01:44,17m,Saiu da cerca
SYE4C10,Carregamento RRp,01/08/2025 01:17,01/08/2025 01:32,14m,Saiu da cerca
SYE4C10,Carregamento Fabrica RRP,01/08/2025 01:17,01/08/2025 01:51,33m,Saiu da cerca
SYD5G17,Enlonamento RRP,01/08/2025 01:28,01/08/2025 01:28,0m,Saiu da cerca
RWD4B32,Buffer frotas ,01/08/2025 01:17,01/08/2025 01:41,24m,Saiu da cerca
SYD5G64,Descarga INO,01/08/2025 01:00,01/08/2025 01:28,28m,Saiu da cerca
SYD5G64,Patio Vazio INO,01/08/2025 01:00,01/08/2025 01:22,22m,Saiu da cerca
SYD5G21,Carregamento RRp,01/08/2025 01:29,01/08/2025 01:35,6m,Saiu da cerca
SYD5G06,Carregamento RRp,01/08/2025 01:31,01/08/2025 01:33,1m,Saiu da cerca
SYD5G50,PA AGUA CLARA,01/08/2025 01:31,01/08/2025 04:27,2h 55m,Saiu da cerca
SYE4C10,Enlonamento RRP,01/08/2025 01:32,01/08/2025 01:33,1m,Saiu da cerca
SYD5F93,Carregamento RRp,01/08/2025 01:33,01/08/2025 01:47,14m,Saiu da cerca
SYE4C10,Enlonamento RRP,01/08/2025 01:34,01/08/2025 01:51,17m,Saiu da cerca
RWB3C06,Carregamento RRp,01/08/2025 01:34,01/08/2025 02:01,26m,Saiu da cerca
SYD5G64,Desc. INO,01/08/2025 01:22,01/08/2025 01:28,5m,Saiu da cerca
SYD5G52,Abastecimento Frotas RRP,01/08/2025 01:32,01/08/2025 01:43,10m,Saiu da cerca
SYD5G52,Pro LOG,01/08/2025 01:32,01/08/2025 01:43,10m,Saiu da cerca
SMH0F11,Carregamento RRp,01/08/2025 01:39,01/08/2025 02:02,23m,Saiu da cerca
SYD5G05,Agua Clara,01/08/2025 01:38,01/08/2025 01:47,8m,Saiu da cerca
SYD5G63,Agua Clara,01/08/2025 01:40,01/08/2025 01:46,6m,Saiu da cerca
SYL4A18,Buffer frotas ,01/08/2025 01:41,01/08/2025 01:53,12m,Saiu da cerca
SYD5G64,Descarga INO,01/08/2025 01:37,01/08/2025 01:39,2m,Saiu da cerca
SYD5G64,Terminal Inocencia,01/08/2025 01:37,01/08/2025 01:39,2m,Saiu da cerca
SYD5G64,Desc. INO,01/08/2025 01:37,01/08/2025 01:39,2m,Saiu da cerca
SYD5G53,Carregamento RRp,01/08/2025 01:43,01/08/2025 01:45,2m,Saiu da cerca
SYD5G57,Terminal Inocencia,01/08/2025 01:42,01/08/2025 04:09,2h 27m,Saiu da cerca
SYD5G57,Patio Carregado INO,01/08/2025 01:42,01/08/2025 01:44,2m,Saiu da cerca
SYD5G57,Descarga Inocencia,01/08/2025 01:42,01/08/2025 04:13,2h 31m,Saiu da cerca
SYL4A20,Agua Clara,01/08/2025 01:48,01/08/2025 05:04,3h 16m,Saiu da cerca
SYD5G52,Carregamento Fabrica RRP,01/08/2025 01:43,01/08/2025 03:24,1h 40m,Saiu da cerca
SYD5G52,Enlonamento RRP,01/08/2025 01:43,01/08/2025 01:53,9m,Saiu da cerca
SYD5F91,Abastecimento Frotas RRP,01/08/2025 01:49,01/08/2025 01:58,8m,Saiu da cerca
SYD5F91,Pro LOG,01/08/2025 01:49,01/08/2025 01:58,8m,Saiu da cerca
SYD5G06,Carregamento RRp,01/08/2025 01:50,01/08/2025 01:52,2m,Saiu da cerca
SYD5F93,Carregamento RRp,01/08/2025 01:50,01/08/2025 02:15,24m,Saiu da cerca
SYD5G33,Agua Clara,01/08/2025 01:51,01/08/2025 04:18,2h 27m,Saiu da cerca
SMG9E17,Agua Clara,01/08/2025 01:51,01/08/2025 02:00,9m,Saiu da cerca
SYD5F95,Carregamento RRp,01/08/2025 01:51,01/08/2025 02:31,40m,Saiu da cerca
SYD5G21,Enlonamento RRP,01/08/2025 01:51,01/08/2025 02:02,10m,Saiu da cerca
SYD5G37,Agua Clara,01/08/2025 01:51,01/08/2025 02:46,54m,Saiu da cerca
SYE4C10,Buffer frotas ,01/08/2025 01:51,01/08/2025 02:03,11m,Saiu da cerca
SYL4A20,PA AGUA CLARA,01/08/2025 01:52,01/08/2025 04:56,3h 4m,Saiu da cerca
SYE7D11,Agua Clara,01/08/2025 01:52,01/08/2025 02:01,8m,Saiu da cerca
SYL4A15,Carregamento Fabrica RRP,01/08/2025 01:53,01/08/2025 01:55,2m,Saiu da cerca
SYD5G25,Carregamento RRp,01/08/2025 01:54,01/08/2025 01:56,2m,Saiu da cerca
SYD5G17,Buffer frotas ,01/08/2025 01:48,01/08/2025 02:00,11m,Saiu da cerca
SYD5G37,PA AGUA CLARA,01/08/2025 01:57,01/08/2025 02:38,40m,Saiu da cerca
SYD5F91,Buffer frotas ,01/08/2025 01:58,01/08/2025 02:14,15m,Saiu da cerca
SYD5G06,Carregamento RRp,01/08/2025 02:00,01/08/2025 02:01,1m,Saiu da cerca
SMG5F48,Abastecimento Frotas RRP,01/08/2025 02:00,01/08/2025 02:09,9m,Saiu da cerca
SMG5F48,Pro LOG,01/08/2025 02:00,01/08/2025 02:09,9m,Saiu da cerca
SYE7D16,Terminal Inocencia,01/08/2025 01:56,01/08/2025 02:23,26m,Saiu da cerca
SYE7D16,Patio Carregado INO,01/08/2025 01:56,01/08/2025 02:16,19m,Saiu da cerca
SYE7D16,Descarga Inocencia,01/08/2025 01:56,01/08/2025 02:23,26m,Saiu da cerca
SYD5G53,Carregamento RRp,01/08/2025 02:03,01/08/2025 02:23,20m,Saiu da cerca
SYD5G61,Buffer frotas ,01/08/2025 02:04,01/08/2025 02:21,16m,Saiu da cerca
SYL4A15,Buffer frotas ,01/08/2025 02:05,01/08/2025 02:17,12m,Saiu da cerca
SYD5G21,Buffer frotas ,01/08/2025 02:06,01/08/2025 02:19,13m,Saiu da cerca
SMG9I17,Abastecimento Frotas RRP,01/08/2025 02:06,01/08/2025 02:18,11m,Saiu da cerca
SYD5G23,Abastecimento Frotas RRP,01/08/2025 02:09,01/08/2025 02:22,13m,Saiu da cerca
SMG9I17,Pro LOG,01/08/2025 02:09,01/08/2025 02:18,9m,Saiu da cerca
SYD5G25,Carregamento RRp,01/08/2025 02:09,01/08/2025 02:11,2m,Saiu da cerca
SMG5F48,Buffer frotas ,01/08/2025 02:09,01/08/2025 02:32,23m,Saiu da cerca
SYD5G06,Carregamento RRp,01/08/2025 02:11,01/08/2025 02:31,19m,Saiu da cerca
SMH0F11,Carregamento RRp,01/08/2025 02:12,01/08/2025 02:14,2m,Saiu da cerca
SYD5G56,Carregamento RRp,01/08/2025 02:14,01/08/2025 02:24,10m,Saiu da cerca
SYD5G23,Pro LOG,01/08/2025 02:15,01/08/2025 02:22,7m,Saiu da cerca
SYD5G22,Agua Clara,01/08/2025 02:15,01/08/2025 02:25,10m,Saiu da cerca
SMH0F11,Enlonamento RRP,01/08/2025 02:16,01/08/2025 02:26,9m,Saiu da cerca
SYD5G05,Posto Mutum,01/08/2025 02:11,01/08/2025 02:27,15m,Saiu da cerca
SYD5G25,Carregamento RRp,01/08/2025 02:18,01/08/2025 02:18,0m,Saiu da cerca
SYD5F91,Carregamento Fabrica RRP,01/08/2025 02:18,01/08/2025 03:54,1h 36m,Saiu da cerca
QTQ0F44,Agua Clara,01/08/2025 02:14,01/08/2025 05:56,3h 41m,Saiu da cerca
SMG9I17,Carregamento Fabrica RRP,01/08/2025 02:19,01/08/2025 04:25,2h 6m,Saiu da cerca
SYD5G25,Carregamento RRp,01/08/2025 02:20,01/08/2025 02:26,6m,Saiu da cerca
SYD5G67,Posto Mutum,01/08/2025 02:20,01/08/2025 02:22,2m,Saiu da cerca
SYD5G22,PA AGUA CLARA,01/08/2025 02:21,01/08/2025 02:23,2m,Saiu da cerca
SYD5G23,Carregamento Fabrica RRP,01/08/2025 02:22,01/08/2025 04:17,1h 54m,Saiu da cerca
SYD5G23,Enlonamento RRP,01/08/2025 02:22,01/08/2025 02:32,10m,Saiu da cerca
SYD5F89,Carregamento RRp,01/08/2025 02:24,01/08/2025 02:45,20m,Saiu da cerca
SYD5G56,Enlonamento RRP,01/08/2025 02:24,01/08/2025 02:32,8m,Saiu da cerca
SYE7D16,Descarga INO,01/08/2025 02:16,01/08/2025 02:23,7m,Saiu da cerca
SYE7D16,Desc. INO,01/08/2025 02:16,01/08/2025 02:23,7m,Saiu da cerca
SYD5G28,Agua Clara,01/08/2025 02:25,01/08/2025 02:39,13m,Saiu da cerca
SYD5G53,Enlonamento RRP,01/08/2025 02:25,01/08/2025 02:38,12m,Saiu da cerca
SMG9I17,Carregamento RRp,01/08/2025 02:26,01/08/2025 02:32,5m,Saiu da cerca
SMH0F11,Carregamento RRp,01/08/2025 02:26,01/08/2025 02:28,1m,Saiu da cerca
SMH0F11,Enlonamento RRP,01/08/2025 02:28,01/08/2025 02:50,22m,Saiu da cerca
SYE7D16,Descarga INO,01/08/2025 02:25,01/08/2025 02:27,2m,Saiu da cerca
SYE7D16,Terminal Inocencia,01/08/2025 02:25,01/08/2025 02:41,16m,Saiu da cerca
SYE7D16,Desc. INO,01/08/2025 02:25,01/08/2025 02:27,2m,Saiu da cerca
SYE7D16,Descarga Inocencia,01/08/2025 02:25,01/08/2025 02:43,18m,Saiu da cerca
SYE7D16,Patio Carregado INO,01/08/2025 02:27,01/08/2025 02:41,14m,Saiu da cerca
SYD5G25,Carregamento RRp,01/08/2025 02:30,01/08/2025 03:06,35m,Saiu da cerca
SYD5G27,Agua Clara,01/08/2025 02:30,01/08/2025 02:42,11m,Saiu da cerca
SYD5G33,PA AGUA CLARA,01/08/2025 02:31,01/08/2025 04:18,1h 47m,Saiu da cerca
SYD5G19,Abastecimento Frotas RRP,01/08/2025 02:30,01/08/2025 02:39,8m,Saiu da cerca
SYD5G19,Pro LOG,01/08/2025 02:30,01/08/2025 02:39,8m,Saiu da cerca
SYD5G06,Carregamento RRp,01/08/2025 02:31,01/08/2025 02:48,17m,Saiu da cerca
SYD5F91,Carregamento RRp,01/08/2025 02:31,01/08/2025 02:32,0m,Saiu da cerca
SYD5F93,Buffer frotas ,01/08/2025 02:29,01/08/2025 02:38,8m,Saiu da cerca
SYD5G26,Abastecimento Frotas RRP,01/08/2025 02:33,01/08/2025 02:42,9m,Saiu da cerca
SYD5G26,Pro LOG,01/08/2025 02:33,01/08/2025 02:42,9m,Saiu da cerca
